# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 21 22:34:22 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper < 10
# CONSTRAINT:  and pl_radj > .7)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed,0,<a refstr=CHARBONNEAU_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...529L..45C/abstract target=ref> Charbonneau et al. 2000</a>,3.52500000,0.00300000,-0.00300000,0,0.046700,,,0,14.240,0.220,-0.220,0,1.270,0.020,-0.020,0,200.22000,,,0,0.63000,,,0,Mass,,,,,,,,,,,,,0,<a refstr=CHARBONNEAU_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...529L..45C/abstract target=ref> Charbonneau et al. 2000</a>,6000.00,,,0,1.10,,,0,1.10,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h03m10.81s,330.7950219,+18d53m03.27s,18.8842419,48.3016000,0.1237000,-0.1237000,8.1680000,0.0000000,0.0000000,7.6500000,0.0300000,-0.0300000,6.5910000,0.0200000,-0.0200000,6.3660000,0.0380000,-0.0380000,6.3080000,0.0260000,-0.0260000,7.5086600,0.0004060,-0.0004060,2018-04-25 14:04:46,2000-01,2014-08-21
Kepler-40 b,Kepler-40,0,1,1,Transit,2010,Kepler,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,6.87349000,0.00064000,-0.00064000,0,0.079500,0.002700,-0.002700,0,14.235,1.906,-1.906,0,1.270,0.170,-0.170,0,673.79960,114.41880,-114.41880,0,2.12000,0.36000,-0.36000,0,Mass,,,,,,,,,1666,92,-92,0,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,6510.00,100.00,-100.00,0,2.24,0.25,-0.25,0,1.42,0.14,-0.14,0,0.100,0.150,-0.100,0,[Fe/H],3.89,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m15.29s,296.8136883,+47d31m35.56s,47.5265446,2305.0100000,124.7400000,-124.7400000,15.2040000,0.0440000,-0.0440000,14.6570000,0.1720000,-0.1720000,13.5360000,0.0210000,-0.0210000,13.2940000,0.0220000,-0.0220000,13.2700000,0.0300000,-0.0300000,14.5591000,0.0002810,-0.0002810,2016-01-12 18:07:16,2011-11,2016-01-14
WASP-39 b,WASP-39,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=SING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.529...59S/abstract target=ref>Sing et al. 2016</a>,4.06000000,,,0,,,,,14.235,,,0,1.270,,,0,88.99240,,,0,0.28000,,,0,Mass,,,,,,,,,1120,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5326.60,138.97,-138.97,0,1.01,0.07,-0.07,0,0.92,0.11,-0.11,0,-0.030,0.100,-0.100,0,[M/H],4.39,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.9820000,1.7455000,-1.7455000,12.8540000,0.0360000,-0.0360000,12.0950000,0.2520000,-0.2520000,10.6630000,0.0240000,-0.0240000,10.3070000,0.0230000,-0.0230000,10.2020000,0.0230000,-0.0230000,11.8867000,0.0002880,-0.0002880,2016-01-12 18:02:56,2016-01,2016-01-14
WASP-39 b,WASP-39,1,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=FAEDI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1102.1375F/abstract target=ref> Faedi et al. 2011 </a>,4.05525900,0.00000900,-0.00000900,0,0.048600,0.000500,-0.000500,0,14.235,0.448,-0.448,0,1.270,0.040,-0.040,0,88.98900,9.53500,-9.53500,0,0.28000,0.03000,-0.03000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=FAEDI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1102.1375F/abstract target=ref> Faedi et al. 2011 </a>,5400.00,150.00,,0,0.90,0.02,,0,0.93,0.03,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.9820000,1.7455000,-1.7455000,12.8540000,0.0360000,-0.0360000,12.0950000,0.2520000,-0.2520000,10.6630000,0.0240000,-0.0240000,10.3070000,0.0230000,-0.0230000,10.2020000,0.0230000,-0.0230000,11.8867000,0.0002880,-0.0002880,2014-05-14,2011-07,2014-05-14
WASP-39 b,WASP-39,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.05529470,0.00000097,-0.00000097,0,0.048590,0.000510,-0.000530,0,14.235,0.448,-0.448,0,1.270,0.040,-0.040,0,87.40325,13.34886,-13.66669,0,0.27500,0.04200,-0.04300,0,Mass,0.048000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5400.00,150.00,-150.00,0,0.90,0.02,-0.02,0,0.93,0.03,-0.03,0,0.120,0.100,-0.100,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.9820000,1.7455000,-1.7455000,12.8540000,0.0360000,-0.0360000,12.0950000,0.2520000,-0.2520000,10.6630000,0.0240000,-0.0240000,10.3070000,0.0230000,-0.0230000,10.2020000,0.0230000,-0.0230000,11.8867000,0.0002880,-0.0002880,2019-03-18 15:05:27,2017-06,2019-03-21
WASP-52 b,WASP-52,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,1.74977980,0.00000120,-0.00000120,0,0.027200,0.000300,-0.000300,0,14.240,0.340,-0.340,0,1.270,0.030,-0.030,0,146.20000,6.36000,-6.36000,0,0.46000,0.02000,-0.02000,0,Mass,0.000000,,,0,,,,,1315,35,-35,0,0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,5000.00,100.00,-100.00,0,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,0.030,0.120,-0.120,0,[Fe/H],4.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793,174.8180000,1.3330000,-1.3330000,13.0450000,0.0060000,-0.0060000,12.1920000,0.0690000,-0.0690000,10.5880000,0.0220000,-0.0220000,10.1860000,0.0280000,-0.0280000,10.0860000,0.0250000,-0.0250000,11.9537000,0.0011170,-0.0011170,2014-05-14,2013-01,2014-05-14
WASP-52 b,WASP-52,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1.74978350,0.00000110,-0.00000110,0,0.027130,0.000310,-0.000320,0,14.235,0.336,-0.336,0,1.270,0.030,-0.030,0,145.88397,6.99226,-6.67443,0,0.45900,0.02200,-0.02100,0,Mass,0.092000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5000.00,100.00,-100.00,0,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,0.030,0.120,-0.120,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793,174.8180000,1.3330000,-1.3330000,13.0450000,0.0060000,-0.0060000,12.1920000,0.0690000,-0.0690000,10.5880000,0.0220000,-0.0220000,10.1860000,0.0280000,-0.0280000,10.0860000,0.0250000,-0.0250000,11.9537000,0.0011170,-0.0011170,2019-03-18 15:05:35,2017-06,2019-03-21
WASP-72 b,WASP-72,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,2.21674210,0.00000810,-0.00000810,0,0.037080,0.000500,-0.000500,0,14.240,2.240,-2.240,0,1.270,0.200,-0.200,0,491.37630,18.75100,-17.79800,0,1.54610,0.05900,-0.05600,0,Mass,0.000000,,,0,,,,,2210,120,-130,0,0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,6250.00,100.00,-100.00,0,1.98,0.24,-0.24,0,1.39,0.06,-0.06,0,-0.060,0.090,-0.090,0,[Fe/H],3.99,0.10,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.7540000,8.3790000,-8.3790000,11.5140000,0.1090000,-0.1090000,10.8680000,0.0070000,-0.0070000,9.9640000,0.0240000,-0.0240000,9.7240000,0.0240000,-0.0240000,9.6170000,0.0210000,-0.0210000,10.8378000,0.0006360,-0.0006360,2018-04-25 14:06:10,2013-04,2014-05-14
WASP-72 b,WASP-72,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.21674210,0.00000810,-0.00000810,0,0.037110,0.000480,-0.000510,0,14.235,2.242,-2.242,0,1.270,0.200,-0.200,0,459.58218,17.16282,-16.84499,0,1.44600,0.05400,-0.05300,0,Mass,0.017000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6250.00,100.00,-100.00,0,1.98,0.24,-0.24,0,1.39,0.06,-0.06,0,0.060,0.090,-0.090,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.7540000,8.3790000,-8.3790000,11.5140000,0.1090000,-0.1090000,10.8680000,0.0070000,-0.0070000,9.9640000,0.0240000,-0.0240000,9.7240000,0.0240000,-0.0240000,9.6170000,0.0210000,-0.0210000,10.8378000,0.0006360,-0.0006360,2019-03-18 15:05:48,2017-06,2019-03-21
WASP-72 b,WASP-72,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A/abstract target=ref>Addison et al. 2018</a>,2.21674200,0.00000800,-0.00000800,0,,,,,14.235,2.242,-2.242,0,1.270,0.200,-0.200,0,491.39696,18.75197,-17.79848,0,1.54610,0.05900,-0.05600,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=ADDISON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A/abstract target=ref>Addison et al. 2018</a>,,,,,1.98,0.24,-0.24,0,1.39,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.7540000,8.3790000,-8.3790000,11.5140000,0.1090000,-0.1090000,10.8680000,0.0070000,-0.0070000,9.9640000,0.0240000,-0.0240000,9.7240000,0.0240000,-0.0240000,9.6170000,0.0210000,-0.0210000,10.8378000,0.0006360,-0.0006360,2019-11-27 09:18:02,2018-11,2019-12-05
WASP-75 b,WASP-75,1,2,1,Transit,2013,SuperWASP,Published Confirmed,0,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,2.48419300,0.00000300,-0.00000300,0,0.037500,0.000700,-0.000800,0,14.235,0.538,-0.538,0,1.270,0.048,-0.048,0,340.06000,15.89000,-15.89000,0,1.07000,0.05000,-0.05000,0,Mass,0.000000,,,0,,,,,1710,20,-20,0,0,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,6100.00,100.00,-100.00,0,1.26,0.04,-0.04,0,1.14,0.07,-0.07,0,0.070,0.090,-0.090,0,[Fe/H],4.29,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686,294.0010000,4.3490000,-4.3490000,12.0570000,0.0700000,-0.0700000,11.5910000,0.0570000,-0.0570000,10.3620000,0.0240000,-0.0240000,10.0970000,0.0220000,-0.0220000,10.0620000,0.0250000,-0.0250000,11.3347000,0.0004310,-0.0004310,2014-05-14,2013-11,2014-05-14
WASP-75 b,WASP-75,0,2,1,Transit,2013,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.48419300,0.00000300,-0.00000300,0,0.037510,0.000750,-0.000770,0,14.235,0.538,-0.538,0,1.270,0.048,-0.048,0,341.03159,18.75197,-17.79848,0,1.07300,0.05900,-0.05600,0,Mass,0.056000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6100.00,100.00,-100.00,0,1.26,0.04,-0.04,0,1.14,0.07,-0.07,0,0.070,0.090,-0.090,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686,294.0010000,4.3490000,-4.3490000,12.0570000,0.0700000,-0.0700000,11.5910000,0.0570000,-0.0570000,10.3620000,0.0240000,-0.0240000,10.0970000,0.0220000,-0.0220000,10.0620000,0.0250000,-0.0250000,11.3347000,0.0004310,-0.0004310,2019-03-18 15:05:51,2017-06,2019-03-21
HAT-P-13 b,HAT-P-13,0,1,2,Transit,2009,HATNet,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..446B/abstract target=ref> Bakos et al. 2009 </a>,2.91626000,0.00001000,-0.00001000,0,0.042700,0.000600,-0.001200,0,14.359,0.886,-0.886,0,1.271,0.079,-0.079,0,271.09800,9.21700,-14.62000,0,0.85300,0.02900,-0.04600,0,Mass,0.021000,0.009000,-0.009000,0,,,,,1653,45,-45,0,1,<a refstr=BAKOS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..446B/abstract target=ref> Bakos et al. 2009 </a>,5653.00,90.00,-90.00,0,1.56,0.08,-0.08,0,1.22,0.05,-0.10,0,0.410,0.080,-0.080,0,[Fe/H],4.13,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,2.2080000,-2.2080000,11.1470000,0.1140000,-0.1140000,10.4210000,0.0080000,-0.0080000,9.3280000,0.0180000,-0.0180000,9.0580000,0.0170000,-0.0170000,8.9750000,0.0170000,-0.0170000,10.4168000,0.0002540,-0.0002540,2014-05-14,2009-12,2014-05-14
WASP-64 b,WASP-64,0,2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1.57329180,0.00000150,-0.00000150,0,0.026520,0.000240,-0.000250,0,14.247,0.437,-0.437,0,1.271,0.039,-0.039,0,388.07043,23.20159,-22.56593,0,1.22100,0.07300,-0.07100,0,Mass,0.054000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5550.00,150.00,-150.00,0,1.06,0.03,-0.03,0,1.00,0.03,-0.03,0,0.080,0.110,-0.110,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m27.58s,101.1149223,-32d51m30.20s,-32.8583878,369.9260000,3.0025000,-3.0025000,13.4110000,0.0170000,-0.0170000,12.7040000,0.0690000,-0.0690000,11.3680000,0.0220000,-0.0220000,11.0790000,0.0240000,-0.0240000,10.9560000,0.0190000,-0.0190000,12.5257000,0.0003840,-0.0003840,2019-03-18 15:05:42,2017-06,2019-03-21
WASP-64 b,WASP-64,1,2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,1.57329180,0.00000150,-0.00000150,0,0.026480,0.000240,-0.000240,0,14.247,0.437,-0.437,0,1.271,0.039,-0.039,0,403.94500,21.61200,-21.61200,0,1.27100,0.06800,-0.06800,0,Mass,0.000000,,,0,,,,,1689,49,-49,0,0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,5400.00,100.00,-100.00,0,1.06,0.03,-0.03,0,1.00,0.03,-0.03,0,-0.080,0.110,-0.110,0,[Fe/H],4.39,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m27.58s,101.1149223,-32d51m30.20s,-32.8583878,369.9260000,3.0025000,-3.0025000,13.4110000,0.0170000,-0.0170000,12.7040000,0.0690000,-0.0690000,11.3680000,0.0220000,-0.0220000,11.0790000,0.0240000,-0.0240000,10.9560000,0.0190000,-0.0190000,12.5257000,0.0003840,-0.0003840,2014-05-14,2013-04,2014-05-14
